,Income,CreditScore,EmploymentYears,LoanAmount,HasCollateral,PreviousDefaults,Status
0,1.26027659723365,-1.1918199298270857,-1.6563169306387948,0.019896829861541437,1,0,0
1,0.8356582326367266,-1.3276101058810041,0.3362232343081306,-0.9719724521820094,1,0,1
2,-1.506631454745589,-0.13683471586971818,-1.0399196134249975,-0.9108298252067221,0,0,1
3,-1.5971142941190573,-0.9411303740352359,0.7089285889025198,-1.2573047114000173,1,0,1
4,-1.1650217094444624,-1.296273911407023,-0.4091874748806471,-1.0059405782793913,0,0,1
5,-0.0950543840858374,1.0748314704575552,-1.2979463973749592,1.5144943781463442,1,0,1
6,1.1659016524741133,0.1451910343961127,0.2788839489859169,1.528081628585297,0,0,1
7,-1.2662164494822432,-0.544205244031474,1.2966562634552097,-1.0331150791572967,0,0,1
8,0.044768640823410734,0.10340944176413776,-0.014979888290428043,-0.5643549390134269,1,0,1
9,-0.5212399238603371,-0.9202395777192485,-0.12249104826957868,-0.8225126973535292,1,0,1
10,-1.3739209941038022,-0.5650960403474614,1.1389732288191223,-0.6322911912081907,0,0,0
11,0.934131943245309,-0.10549852139573698,-0.9969151494333374,0.6245294743949389,0,0,1
12,0.9078860644472188,1.085276868615549,-0.8248972934666963,0.8962744831739939,1,0,1
13,-1.0019321607450438,0.928595896245643,-0.007812477625151485,-0.3333716815512301,1,0,1
14,1.4456510325240979,0.4689983772939186,0.35055805563868403,-0.32657805633175374,0,0,1
15,-1.574622747065051,-1.181374531669092,0.6515893035803058,-1.0670832052546788,0,0,0
16,-0.30142207807370786,0.531670766241881,-1.1832678267305319,-1.2980664627168754,0,0,1
17,0.6655077847855907,-1.223156124301067,1.3109910847857633,-0.18391192672274984,1,0,1
18,0.8086201553972242,1.043495275983574,1.4830089407524043,0.8623063570766121,0,0,1
19,-0.0950543840858374,-0.5128690495574927,-1.5416383599943673,0.6584976004923208,1,0,0
20,3.2858634305298904,1.0539406741415678,0.9526205515219278,-1.3524154644726865,0,1,1
21,0.755783963696082,1.4508658041453297,-0.25150444024455954,-0.41489518418494664,1,0,1
22,1.405937780222001,1.680664563621192,-0.43785711754175405,2.485982784531466,0,0,1
23,-0.10013478713402414,-1.6827536432527912,0.32188841297757725,-0.7206083190613836,1,1,1
24,-1.3606602810627724,-0.13683471586971818,-1.4986338960027072,-1.3931772157895448,0,0,1
25,1.3937103694958566,0.8032511183497182,-0.9969151494333374,-0.46245056072128127,0,0,1
26,0.2112680871619513,-0.7740040035073361,-1.4126249680193865,0.5565932222001752,0,0,1
27,-1.3818774219284202,1.7015553599371795,1.7123660820412592,-1.3931772157895448,0,0,1
28,-1.1331271113249985,-0.46064205876752407,-1.0685892560861046,-0.7477828199392891,1,0,0
29,-0.49867948998533834,-1.3902824948289667,-0.17983033359179243,0.3459908403964075,1,0,0
30,-1.5598120805516928,-1.296273911407023,1.511678583413511,-0.7749573208171946,1,0,0
31,0.18409223628046423,-1.4738456800929165,-0.014979888290428043,-1.2029557096442063,0,0,1
32,0.4277104787199548,-0.26217949376564303,-0.25150444024455954,1.5960178807800607,0,0,0
33,-1.3624168949980777,1.3046302299334176,0.8379419808775003,-1.3931772157895448,0,0,1
34,0.643705105941508,1.043495275983574,-1.1832678267305319,1.854175639120163,1,1,0
35,-1.3196381791618206,-0.5337598458734802,-0.3231785468973266,-0.41489518418494664,1,0,1
36,-1.2563311906698391,0.4481075809779311,0.5655803755969856,-0.32657805633175374,0,1,0
37,1.6068461936462266,-0.11594391955373072,-0.9109062214500169,0.6720848509312736,0,0,0
38,-1.2989376894536155,-1.7454260322007538,-0.13682586960013232,-0.32657805633175374,1,0,0
39,-0.4291726876040444,-1.0873659482471483,1.5403482260746177,0.46148246912750585,1,0,0
40,0.8259451908768034,-0.17861630850169313,0.40789734096089775,2.1463015235576473,1,0,0
41,-0.0950543840858374,-1.2336015224590606,1.5546830474051714,-0.46245056072128127,1,1,1
